user_id,click_top20,like_top20
5335,"1,52,245,168,247,260,42,421,487,105,117,382,49,281,185,506,767,128,39,169","52,1,245,247,168,260,42,487,105,117,421,49,128,382,185,281,6,169,1467,39"
5336,"63,218,265,161,588,98,133,114,111,61,529,897,125,124,1110,65,433,151,45,190","63,218,161,265,588,98,133,529,114,897,111,61,1110,433,125,151,644,65,124,156"
5337,"386,548,16,14,176,8,41,46,85,178,208,738,274,588,799,117,34,200,559,793","386,548,16,14,176,8,41,46,85,208,738,588,178,559,274,799,200,34,793,117"
5338,"214,97,529,665,1006,187,219,128,23,612,741,211,120,6,274,620,93,670,87,513","214,97,665,529,1006,187,219,128,741,612,211,23,120,620,6,274,87,238,513,93"
5339,"161,190,98,433,59,588,776,214,93,87,265,606,206,897,23,27,749,539,118,734","161,190,98,59,93,433,214,588,265,23,776,27,87,734,539,219,606,897,513,744"
5340,"384,276,306,543,285,327,525,507,1164,86,416,40,260,1034,267,463,366,284,318,1630","384,306,276,543,525,327,507,285,86,260,318,40,284,1164,245,416,4,177,267,1034"
5341,"16,169,207,85,601,97,10,42,176,742,548,184,744,663,274,204,125,1,677,756","16,169,42,601,207,176,85,548,10,742,184,97,204,274,744,1,663,677,1299,798"
5342,"152,114,27,6,588,24,52,168,245,247,117,59,539,274,85,219,157,744,663,644","152,114,27,6,588,24,52,168,245,247,59,117,157,539,85,274,219,744,644,663"
5343,"135,274,23,185,65,219,45,128,125,382,85,117,93,168,114,670,172,1,98,190","135,274,23,185,219,65,45,128,125,85,382,93,117,168,114,172,670,734,98,190"
5344,"662,548,322,168,1099,506,694,52,418,630,83,110,393,88,129,247,68,117,245,560","662,548,1099,506,322,168,694,418,110,52,83,88,630,393,129,68,247,117,245,560"
5345,"291,756,139,21,63,49,222,85,180,20,199,1432,1146,8,127,770,183,892,789,1211","291,756,139,21,63,199,49,180,222,85,20,1432,183,1146,8,127,1211,770,215,1019"
5346,"322,1,339,154,24,247,663,662,135,52,168,612,532,284,382,630,767,15,1159,1254","322,1,339,154,24,247,662,135,663,52,168,630,767,612,532,382,1254,284,15,1159"
5347,"149,542,232,222,59,238,69,333,265,139,93,196,127,407,733,156,318,6,28,49","149,222,232,542,333,59,69,238,265,139,391,28,93,382,733,127,407,933,196,318"
5348,"1116,1015,377,1150,278,432,592,791,995,759,323,1242,210,289,869,513,264,483,252,991","1015,1116,1150,432,592,995,377,759,791,869,289,1242,278,991,468,323,483,365,264,252"
5349,"42,68,245,276,175,284,185,438,421,172,316,530,384,670,41,526,178,510,142,257","42,68,276,245,175,284,185,438,421,172,530,316,384,670,526,41,142,178,510,1062"
5350,"118,1229,214,606,265,897,703,134,149,87,714,1076,1286,126,763,841,1102,127,252,556","1229,118,214,265,606,897,703,134,149,87,714,1286,1076,126,763,127,841,1102,23,252"
5351,"65,27,93,61,6,98,49,190,133,23,219,670,218,41,39,24,152,129,105,135","65,27,93,6,61,49,98,190,23,133,219,670,41,218,24,39,105,129,135,152"
5352,"154,610,421,609,663,219,742,42,694,3,207,6,48,128,548,601,662,597,125,20","154,421,610,609,663,42,694,548,219,48,207,3,742,662,6,566,128,20,16,601"
5353,"68,42,157,124,1107,530,40,152,117,39,429,105,172,85,284,800,211,195,79,45","68,42,157,124,1107,530,40,117,152,39,105,284,172,429,85,800,195,45,175,211"
5354,"211,79,187,588,218,715,161,140,712,644,214,1110,206,59,1229,215,128,196,125,114","211,79,187,588,218,140,715,1110,712,1229,161,128,214,125,58,206,59,196,93,114"
5355,"45,125,435,200,23,744,214,210,218,715,24,612,247,98,211,322,133,61,154,152","45,125,435,23,200,744,24,214,210,218,247,612,715,322,98,211,133,154,61,172"
5356,"995,1242,1132,612,97,663,604,595,744,759,869,1005,999,213,1015,78,1131,1112,1150,1254","995,1242,97,663,612,744,1132,604,759,213,749,1005,595,1015,78,212,715,869,665,278"
5357,"789,69,734,185,51,316,542,41,4,238,172,513,190,532,93,407,117,61,114,49","789,69,734,185,51,316,542,4,41,238,532,513,172,232,1201,407,190,291,117,93"
5358,"435,214,45,744,218,715,211,663,210,247,6,1,187,23,27,421,93,52,24,152","435,214,744,218,45,663,715,211,210,612,1,421,247,187,1110,6,23,27,52,152"
5359,"61,28,168,157,896,663,51,185,97,85,1146,320,534,417,547,154,720,930,1229,16","61,28,168,157,896,663,51,97,185,1146,320,85,534,417,547,154,720,930,1229,16"
5360,"238,407,353,513,5,789,532,4,791,51,534,500,244,61,516,1713,316,278,133,190","238,407,513,5,353,532,789,534,4,1713,791,51,61,500,278,244,920,133,516,190"
5361,"427,609,425,172,42,370,815,548,1195,657,3,154,31,90,284,597,386,18,222,1593","427,42,609,370,172,425,815,1195,548,3,154,657,90,284,31,222,413,597,18,418"
5362,"586,1196,48,154,175,767,724,720,415,322,2042,83,618,630,566,1254,717,3,697,106","586,1196,48,154,767,175,724,322,720,618,2042,630,415,1254,566,83,717,697,563,1530"
5363,"152,133,214,247,129,210,187,435,27,52,245,168,744,260,265,377,105,663,539,712","152,133,214,247,210,129,187,435,27,52,245,744,168,260,377,265,105,663,539,712"
5364,"165,291,222,14,76,90,372,245,770,6,135,184,344,129,79,93,793,260,24,247","165,291,222,14,90,76,372,245,6,135,79,770,129,93,184,793,515,24,568,344"
5365,"291,513,896,172,152,515,317,118,568,95,306,190,281,920,93,70,1146,648,90,407","291,513,896,515,152,95,172,118,920,70,317,306,190,568,93,1146,648,281,407,134"
5366,"105,69,49,114,190,274,61,65,5,125,45,128,23,85,51,238,284,27,513,670","105,69,49,114,190,274,61,65,5,125,45,128,23,51,238,85,27,284,513,539"
5367,"716,585,677,912,809,926,161,1420,1231,1076,1329,684,2321,2672,1956,689,113,1205,1270,466","716,585,677,912,809,926,161,1420,1231,1076,1329,2321,684,2672,689,1956,1205,113,1177,1270"
5368,"218,715,214,190,128,93,27,161,49,219,274,6,211,187,670,39,215,238,529,129","218,715,214,190,128,219,27,93,274,161,6,49,187,238,529,211,215,513,39,670"
5369,"712,68,1110,49,148,245,24,93,184,547,168,45,65,1,135,133,715,169,114,8","712,68,1110,148,49,245,24,93,184,547,45,65,168,133,715,1,135,744,169,114"
5370,"238,542,69,278,61,1015,323,377,264,407,741,861,156,98,133,318,789,114,63,87","238,278,61,69,98,133,377,63,114,542,190,156,161,323,433,93,39,539,218,741"
5371,"85,178,421,148,207,337,27,322,10,172,429,510,505,946,798,393,316,1299,1121,383","85,178,421,148,207,337,27,322,505,429,510,172,10,946,798,393,1299,316,383,1121"
5372,"39,69,185,93,133,129,98,245,135,190,114,734,318,172,24,41,316,117,61,65","39,93,69,185,129,245,133,98,190,135,114,24,172,117,41,61,65,734,128,125"
5373,"61,734,114,190,65,278,49,39,63,238,105,152,185,274,41,23,5,219,247,161","734,61,114,190,238,278,65,39,49,63,105,542,5,185,51,513,152,41,219,274"
5374,"500,532,516,244,4,318,51,185,525,351,733,734,455,536,69,832,332,1201,264,238","500,532,244,516,4,51,318,185,733,525,351,734,832,455,332,536,1201,69,518,264"
5375,"185,316,516,135,274,85,244,351,117,16,500,291,51,6,382,734,247,52,245,169","185,316,516,135,244,274,85,351,117,16,500,291,51,6,382,734,5,247,169,52"
5376,"214,211,247,85,1,187,152,79,274,200,207,39,140,421,106,8,178,157,1159,185","214,211,247,85,1,187,152,79,274,200,207,39,140,421,178,106,157,8,1159,185"
5377,"52,24,49,247,125,93,117,65,670,45,172,135,1,114,260,133,98,274,41,42","52,24,247,49,260,93,125,670,117,65,1,45,135,172,274,133,98,185,114,152"
5378,"532,832,500,22,1106,30,518,174,536,520,350,1524,51,1614,534,1167,407,44,525,1713","532,832,22,500,1106,30,518,174,520,536,1524,350,1614,51,1167,546,407,534,525,1713"
5379,"34,391,5,11,219,51,208,41,742,274,27,172,61,190,23,515,332,6,559,739","34,391,208,11,5,219,742,41,559,51,739,515,738,809,27,61,274,190,172,23"
5380,"350,950,838,1158,518,861,534,517,920,288,388,238,1167,854,1713,523,232,801,520,733","350,238,534,288,950,838,920,388,861,1158,517,1713,523,328,95,1151,70,518,937,733"
5381,"85,6,135,16,105,185,382,245,8,52,168,14,128,548,65,190,125,24,39,93","85,6,135,105,16,382,185,245,168,52,128,14,8,24,548,190,65,125,93,39"
5382,"161,190,63,114,133,278,211,644,715,149,59,152,79,734,433,265,27,739,41,87","190,63,161,114,133,211,152,278,715,79,27,41,149,49,59,644,172,265,734,219"
5383,"742,208,34,559,46,219,609,738,643,20,425,11,51,610,597,41,391,739,23,5","742,208,34,46,559,219,609,20,643,738,425,51,11,41,610,16,597,5,391,6"
5384,"421,16,219,1,85,117,207,767,548,42,27,274,23,24,172,106,5,168,185,284","421,16,219,1,85,207,117,767,548,27,274,42,23,24,172,5,106,185,168,284"
5385,"98,114,93,49,190,274,247,129,6,219,670,278,52,24,218,210,41,135,85,245","98,114,93,49,190,274,6,219,129,247,278,670,52,24,218,210,41,85,135,744"
5386,"433,278,87,59,238,734,134,218,539,715,187,377,215,897,739,1059,323,211,128,930","433,278,87,59,238,734,134,218,539,715,377,187,897,215,739,323,1059,211,128,930"
5387,"42,106,40,429,53,168,415,717,1116,24,438,281,19,766,48,15,610,375,418,85","42,106,40,429,53,415,717,168,438,24,19,281,48,1116,766,15,610,418,375,18"
5388,"39,93,69,247,129,260,168,52,245,86,133,98,105,114,28,79,265,135,670,61","69,39,93,247,129,260,133,86,98,114,168,105,52,245,407,61,306,79,539,28"
5389,"278,214,63,238,45,252,87,219,125,323,187,128,606,213,642,312,468,211,93,274","278,214,63,238,45,252,87,125,219,187,323,128,606,211,93,642,213,274,6,468"
5390,"433,214,156,529,118,217,434,897,278,647,216,120,157,744,1286,844,714,620,377,134","214,433,529,156,118,217,434,897,647,216,278,120,1286,157,744,844,714,620,134,377"
5391,"42,1,168,52,24,106,245,129,247,670,68,421,85,260,27,382,117,1107,10,281","42,1,106,52,24,168,245,129,670,68,247,421,85,175,260,27,435,10,1107,382"
5392,"168,24,129,245,284,49,172,247,260,117,40,86,124,185,152,41,68,157,114,42","168,24,129,245,284,49,172,247,117,260,185,86,41,152,40,114,133,68,128,98"
5393,"800,530,40,1529,195,526,293,42,106,1259,19,239,313,766,327,43,1164,1332,110,524","800,530,40,1529,42,526,106,195,293,19,1259,239,766,313,110,43,327,1164,1332,439"
5394,"169,76,42,382,1345,383,891,53,942,1039,1257,1201,492,378,829,626,1309,370,826,1630","169,76,42,382,383,1345,891,53,942,1257,1039,492,1201,370,829,24,1309,378,276,1630"
5395,"51,69,24,4,532,382,168,129,41,49,52,28,93,316,734,500,421,245,506,670","532,4,69,51,24,500,382,316,168,129,734,52,49,41,93,245,506,318,421,28"
5396,"219,114,190,63,663,644,85,93,670,97,16,105,129,435,161,207,152,10,749,247","219,114,190,63,663,644,85,93,670,97,16,105,129,207,152,435,161,247,10,604"
5397,"344,712,377,211,79,1229,317,265,247,65,588,23,715,61,897,187,156,906,149,58","344,712,377,211,79,317,1229,265,247,65,23,588,715,61,187,897,156,149,906,278"
5398,"525,306,4,44,500,316,69,455,436,510,86,832,516,260,532,247,789,135,284,351","69,525,44,306,4,500,316,455,516,542,791,238,789,407,532,86,353,832,260,534"
5399,"238,513,278,93,407,59,49,152,65,87,5,45,218,125,791,128,185,265,534,79","238,513,278,93,59,407,87,49,152,65,218,5,45,125,265,79,128,791,534,196"
5400,"407,1713,534,520,518,546,70,532,920,502,268,179,909,1000,1614,238,832,881,873,1847","407,1713,534,520,546,70,518,920,268,1000,502,179,873,909,1847,1614,532,238,388,877"
5401,"165,222,505,177,117,384,316,383,42,86,172,291,39,21,526,260,68,318,373,351","165,222,505,177,316,117,384,383,42,291,86,172,21,39,318,260,68,526,351,373"
5402,"670,129,52,663,128,49,42,154,105,382,284,435,322,114,219,210,744,98,85,214","129,670,52,154,128,663,42,49,382,284,105,322,114,435,219,98,210,175,117,744"
5403,"278,98,63,377,734,219,274,93,128,27,23,238,49,513,6,69,161,539,663,129","278,98,63,377,734,161,513,238,219,93,128,274,27,23,529,539,49,6,69,215"
5404,"129,247,105,435,16,10,218,61,284,28,548,744,8,79,63,712,51,157,124,734","129,247,105,435,16,10,284,218,61,28,548,744,8,51,79,63,157,712,124,106"
5405,"28,157,530,506,24,86,68,284,124,384,327,260,129,60,247,526,150,382,439,165","28,506,530,157,24,86,284,68,384,327,260,124,129,247,382,526,60,150,165,439"
5406,"548,46,172,208,16,222,8,42,425,207,219,11,643,27,165,274,391,154,176,184","548,172,46,16,208,8,42,425,222,207,219,27,643,274,11,165,176,184,391,65"
5407,"1,42,52,168,24,245,129,85,382,68,106,105,135,670,117,185,169,284,39,506","1,52,42,168,24,245,85,129,382,105,670,106,68,135,117,27,23,169,185,274"
5408,"97,601,663,587,749,643,559,20,210,219,738,214,715,207,16,187,610,612,995,176","97,601,587,643,559,749,663,20,738,210,219,214,715,187,207,610,16,176,612,995"
5409,"69,5,51,135,93,114,49,133,98,274,247,238,41,190,61,316,318,24,532,52","69,5,51,135,93,114,49,41,133,190,98,61,274,247,24,172,45,6,219,168"
5410,"601,97,742,1536,566,604,610,1863,636,106,1159,46,677,10,176,634,20,609,425,799","97,601,677,759,634,1159,566,742,663,1467,636,604,1536,106,176,20,721,425,643,1116"
5411,"532,4,5,51,69,734,500,353,238,185,318,940,105,832,407,789,316,791,135,520","5,51,532,734,69,4,105,219,135,41,940,382,185,238,284,353,34,11,407,391"
5412,"156,513,734,87,23,214,152,252,739,134,620,606,323,79,1019,587,1076,265,588,712","513,734,156,87,23,152,214,79,134,739,252,620,606,323,265,587,1019,129,51,1076"
5413,"435,214,670,44,49,68,152,1233,278,114,995,24,61,79,168,322,644,1015,23,27","435,214,670,44,49,68,152,278,114,1233,995,24,61,79,1015,168,644,23,322,27"
5414,"278,210,715,219,61,214,744,128,738,377,187,644,643,97,161,1006,663,93,759,734","278,210,715,61,219,214,128,744,187,377,93,644,161,97,663,41,734,643,738,539"
5415,"16,169,8,14,178,382,20,184,643,219,172,27,42,65,1,670,24,185,168,52","169,16,8,14,178,20,382,184,643,27,219,172,65,42,1,670,24,52,185,129"
5416,"636,643,1345,1211,615,677,716,199,798,738,601,757,20,865,183,176,8,1314,626,759","636,643,677,738,865,716,1211,199,759,1345,615,20,601,798,757,756,604,183,1242,1314"
5417,"738,647,604,587,677,759,739,645,644,841,642,865,749,278,219,113,529,1019,97,210","738,604,647,587,677,644,759,219,278,749,739,645,210,97,187,715,841,865,642,113"
5418,"85,207,744,1,435,219,548,24,49,663,421,14,176,168,133,172,97,42,634,767","85,207,744,219,1,435,548,24,49,663,421,14,176,168,133,172,97,634,42,767"
5419,"1,767,662,247,744,339,52,663,68,630,24,200,1159,207,129,175,85,547,245,105","1,767,662,247,339,52,68,630,744,24,663,175,1159,129,207,85,200,105,245,1349"
5420,"31,17,15,683,633,51,552,621,607,219,1035,1087,2185,739,2201,1334,881,769,1021,681","31,17,683,15,633,552,621,51,607,219,1087,2185,769,1035,1021,1684,2201,1334,739,881"
5421,"106,247,85,175,260,548,487,1467,1107,435,117,421,8,382,429,135,105,767,207,506","106,175,1107,548,247,421,85,487,260,429,506,1467,382,117,767,135,435,8,662,105"
5422,"548,176,178,8,1299,207,1062,643,615,222,634,1311,1043,1345,1211,21,142,85,382,942","548,176,178,1299,8,1062,207,615,1311,1043,643,222,634,1211,1345,21,142,942,85,382"
5423,"175,10,154,42,662,48,429,720,322,663,128,27,548,125,85,1467,634,6,23,207","175,10,154,42,662,48,720,429,322,663,128,27,548,125,1467,634,85,6,207,97"
5424,"172,247,117,114,5,152,128,45,316,23,27,407,85,63,1,238,68,59,516,539","172,247,114,117,5,152,128,45,23,316,27,407,63,85,238,59,1,539,68,278"
5425,"185,39,247,129,135,260,316,85,382,670,49,284,93,117,41,23,318,6,125,27","185,39,247,129,135,260,85,316,382,670,49,93,117,284,23,41,6,125,318,27"
5426,"124,568,60,897,196,190,387,117,93,90,127,169,466,151,433,41,386,61,648,52","124,568,897,196,60,387,190,93,117,127,90,433,151,466,169,648,41,61,386,6"
5427,"435,767,10,85,200,106,52,6,23,612,175,27,662,129,8,487,178,135,168,634","435,767,10,85,200,106,52,6,23,612,27,175,129,662,8,178,487,135,168,634"
5428,"40,86,522,471,691,1195,582,19,640,1369,57,25,746,313,317,465,243,927,829,306","40,86,522,691,1195,471,582,19,640,1369,57,25,313,746,465,317,927,306,243,829"
5429,"506,1107,284,106,52,245,135,40,421,260,28,530,510,505,110,85,383,548,276,172","506,1107,284,106,52,245,135,40,421,260,530,510,505,28,85,110,276,383,548,172"
5430,"51,5,382,1692,154,41,426,172,532,370,284,219,31,881,383,17,613,691,18,35","51,382,5,1692,154,41,426,370,172,532,284,31,881,383,219,17,613,691,552,324"
5431,"28,281,284,506,438,306,86,165,24,39,245,4,129,222,383,52,436,316,247,49","28,281,506,284,438,306,86,165,4,24,39,436,222,245,383,316,129,52,1107,505"
5432,"421,322,435,1467,1254,771,1196,1241,1530,1731,566,1652,42,830,554,68,1349,1159,717,276","421,322,435,1467,1254,771,1241,1196,1530,1731,566,830,663,1159,1349,68,1652,42,554,276"
5433,"926,241,434,147,329,93,712,496,187,585,206,327,68,86,917,108,145,387,825,1274","926,241,434,147,329,93,712,496,187,585,206,327,68,86,917,108,145,825,387,1274"
5434,"85,260,42,177,185,129,8,76,24,247,105,135,291,316,1,16,530,172,471,510","42,85,260,177,129,185,8,24,247,76,105,135,291,316,1,16,172,530,284,1107"
5435,"670,128,211,125,45,435,65,129,247,24,218,52,27,187,214,168,715,245,6,23","670,128,211,125,45,435,65,218,129,247,52,24,214,27,187,715,245,168,6,210"
5436,"161,265,152,196,61,433,93,211,187,897,218,65,118,539,151,278,87,134,128,125","265,161,152,196,61,433,93,211,897,187,65,218,539,118,151,128,125,278,45,121"
5437,"715,6,98,93,1229,16,63,588,663,219,644,24,1,117,200,105,97,41,278,172","6,715,98,93,63,588,16,1229,663,219,644,24,200,1,117,97,105,41,278,172"
5438,"68,530,157,49,284,42,28,505,327,60,86,172,93,124,135,382,670,185,510,506","68,157,530,49,284,327,86,93,28,60,124,505,42,172,135,670,243,185,510,382"
5439,"506,322,316,1,500,767,135,532,382,4,24,247,436,832,44,52,168,525,373,39","1,135,506,322,24,767,247,382,316,52,500,168,39,532,129,4,670,245,260,51"
5440,"105,506,135,500,382,516,52,351,245,24,168,39,260,1,129,85,44,318,68,525","105,135,52,500,39,382,245,506,24,516,168,129,260,85,1,351,274,318,44,68"
5441,"128,6,187,125,65,218,85,756,27,207,214,588,435,16,744,386,93,169,8,219","187,128,6,125,218,65,85,756,27,214,588,207,744,16,435,386,93,219,169,8"
5442,"185,24,49,93,172,41,133,382,85,114,284,190,6,68,69,65,318,128,23,377","185,24,49,93,172,41,133,382,85,114,284,6,68,69,190,318,65,128,23,45"
5443,"187,79,152,128,206,157,896,756,214,59,41,1229,151,75,433,429,111,515,16,377","187,79,152,128,206,157,214,756,896,59,1229,41,433,151,75,377,515,16,429,111"
5444,"4,532,5,264,69,318,238,520,542,500,407,940,51,518,734,525,832,244,513,316","4,5,69,318,532,264,51,542,500,238,734,407,520,525,316,244,516,185,306,39"
5445,"1,85,219,421,10,995,24,93,16,187,190,245,278,644,61,168,712,1159,185,1467","1,85,219,995,421,10,24,93,16,187,278,190,245,644,61,168,712,1159,185,1467"
5446,"630,487,767,339,663,200,1467,154,547,171,1546,771,1731,634,137,1530,995,97,961,830","630,487,767,339,200,663,1467,154,547,771,1546,634,171,137,97,1731,995,1530,830,961"
5447,"382,1107,421,48,383,429,110,767,40,281,168,393,284,694,135,24,117,438,169,412","382,421,1107,48,383,110,429,767,694,40,284,281,393,135,168,24,117,438,83,412"
5448,"48,720,1587,630,322,42,237,1099,548,1071,1546,184,719,1254,1311,178,554,717,1241,563","48,1587,720,42,630,322,1099,548,237,1071,1546,184,1311,178,719,1254,554,717,1241,563"
5449,"63,61,114,156,529,152,734,196,513,776,69,238,149,715,211,128,542,644,539,120","61,63,156,114,529,152,734,196,513,238,776,69,149,715,542,128,211,120,644,606"
5450,"1,39,24,16,185,670,247,41,51,612,734,49,377,42,117,610,15,435,260,69","1,39,24,16,670,185,247,41,51,734,612,49,377,42,117,610,15,435,260,69"
5451,"218,214,187,152,133,63,663,23,190,27,712,52,129,24,278,612,547,85,260,97","218,214,133,187,152,663,63,23,190,27,52,129,612,278,24,712,547,85,260,219"
5452,"117,49,281,93,260,21,129,327,86,90,382,6,516,506,712,344,65,5,124,40","117,49,93,281,260,129,21,327,86,90,382,516,344,6,712,506,65,5,85,169"
5453,"278,214,433,23,59,219,135,5,172,663,85,68,117,791,534,87,284,196,157,28","278,214,433,23,219,59,135,5,663,791,172,85,534,87,117,776,68,196,516,353"
5454,"322,421,662,435,612,670,560,767,663,630,487,200,1159,247,720,97,214,45,547,27","322,421,662,435,612,670,560,767,663,630,487,200,1159,247,720,97,214,45,547,27"
5455,"5,49,539,65,238,513,185,172,129,377,27,63,542,284,407,382,161,59,260,532","5,49,65,539,185,238,129,513,172,377,27,63,284,542,407,382,161,260,59,532"
5456,"1,207,185,105,670,16,24,10,6,247,52,178,274,168,548,51,129,322,506,169","1,207,185,105,16,670,24,10,178,247,52,6,322,506,548,51,274,168,316,129"
5457,"734,274,63,27,214,16,85,49,238,5,377,105,39,604,643,215,207,129,670,742","734,274,63,27,214,16,85,238,5,49,377,105,39,604,215,129,643,670,207,742"
5458,"168,86,1107,146,93,382,471,243,172,177,28,421,547,291,195,767,322,274,65,142","168,93,146,86,382,1107,243,172,471,177,274,65,291,28,547,45,421,195,23,767"
5459,"332,789,31,746,1178,244,288,567,391,1857,1852,291,718,264,1136,1201,562,1596,747,90","332,31,789,1178,746,391,567,1857,1852,288,244,718,291,264,1136,1596,1201,208,562,747"
5460,"247,1,85,49,274,6,93,27,65,382,98,322,219,41,114,663,16,487,767,210","247,1,85,49,274,6,27,93,65,382,98,322,41,219,16,114,663,487,767,214"
5461,"207,8,178,767,16,85,548,184,169,176,798,14,117,274,1,6,757,1349,316,142","207,8,178,16,767,85,548,169,184,176,798,14,117,274,6,1,23,421,10,757"
5462,"238,734,318,4,407,51,244,532,513,185,316,39,534,105,264,520,455,518,525,306","238,734,407,4,532,318,513,244,51,534,316,520,185,518,264,39,920,867,288,455"
5463,"630,1254,487,237,154,961,102,717,200,547,1349,586,670,1467,122,727,830,137,634,2047","630,1254,487,237,154,961,102,717,200,547,1349,586,670,1467,122,727,830,137,634,2047"
5464,"322,662,487,435,48,1467,663,237,1159,1254,247,154,634,68,85,97,720,719,42,168","322,662,487,435,48,1467,663,237,1159,247,1254,154,68,634,85,97,42,719,720,168"
5465,"500,532,734,69,244,51,5,318,39,135,274,44,238,351,4,536,41,525,247,219","500,69,532,135,39,51,244,318,734,44,351,5,247,274,4,41,536,52,525,129"
5466,"1,670,168,487,85,39,322,128,93,125,500,796,106,23,274,65,1349,41,42,16","1,670,168,487,85,39,322,128,93,125,500,796,106,23,274,65,1349,41,42,16"
5467,"137,217,840,237,216,1110,719,1476,598,140,547,1155,1540,100,720,1093,435,771,1546,7","137,237,840,598,719,217,547,560,1110,435,771,720,216,1546,1467,1540,634,1093,140,830"
5468,"487,85,322,421,276,105,106,946,767,49,214,530,1229,547,175,93,42,6,135,1107","487,85,1229,214,946,276,105,49,322,547,421,106,530,767,211,93,98,6,200,175"
5469,"1229,214,435,1110,140,58,148,547,670,215,187,897,377,98,195,644,1019,588,125,128","1229,214,1110,435,140,58,215,187,547,897,148,670,98,644,588,377,1019,195,125,217"
5470,"421,339,662,630,154,435,247,487,10,663,135,106,129,168,260,547,68,720,744,506","421,339,662,630,487,435,247,154,10,663,106,129,135,168,547,260,68,44,1233,744"
5471,"172,41,105,39,168,135,129,382,49,24,284,274,6,190,185,114,23,133,27,247","172,105,39,41,168,129,135,382,49,185,24,274,284,6,247,190,85,23,114,133"
5472,"587,644,749,715,45,211,620,27,210,124,140,721,539,49,386,768,642,212,113,433","587,644,749,715,45,211,210,620,27,140,721,768,539,49,124,386,642,212,433,113"
5473,"214,6,278,52,161,24,245,265,85,377,1229,219,105,1110,274,140,1,124,157,41","214,6,52,278,24,161,245,265,85,219,105,377,274,1,1229,1110,124,10,140,41"
5474,"214,278,128,97,219,61,644,63,187,6,670,211,274,93,995,435,49,587,85,10","214,278,128,97,644,219,63,61,670,187,6,995,211,435,274,93,85,49,587,215"
5475,"1299,142,276,317,41,247,506,260,21,316,634,49,566,39,425,281,372,744,421,175","1299,142,276,317,41,247,260,506,21,316,634,49,566,39,425,744,372,281,421,175"
5476,"322,487,560,662,1,767,435,630,175,670,237,547,48,1254,106,612,1241,1467,247,68","560,487,435,322,547,662,237,630,1,670,767,612,200,175,1467,719,137,1241,1254,598"
5477,"744,218,214,219,715,6,114,98,133,670,274,278,61,85,49,10,187,129,105,435","219,744,214,6,218,715,114,98,274,670,133,10,85,61,278,49,129,187,105,16"
5478,"93,49,39,152,168,129,114,190,133,245,65,265,52,128,6,247,23,382,284,260","93,49,39,152,114,129,168,190,133,65,245,128,52,265,6,247,23,382,63,185"
5479,"85,8,117,14,382,52,207,168,1,20,24,172,106,670,247,643,176,185,1062,177","85,8,14,117,207,52,168,382,1,20,24,670,247,172,643,106,176,185,260,798"
5480,"815,1257,730,382,21,370,41,208,336,535,42,291,538,1195,76,515,8,372,16,901","815,730,1257,382,21,370,41,208,535,336,42,291,538,1195,515,76,8,372,16,901"
5481,"353,789,5,244,734,516,791,513,51,238,316,542,232,500,532,4,332,41,274,867","353,789,238,513,791,734,5,244,542,516,51,532,232,316,500,407,4,288,867,332"
5482,"152,211,245,93,117,63,187,65,146,169,218,6,148,1229,377,715,274,149,40,196","152,211,245,93,63,187,117,218,65,146,169,6,1229,377,148,715,149,274,196,386"
5483,"165,90,568,172,177,538,1195,901,1182,438,372,208,169,548,14,770,281,1366,439,506","165,90,568,172,177,538,901,1195,1182,372,438,208,169,548,14,770,1366,281,439,506"
5484,"214,435,670,128,211,187,278,61,152,247,377,6,190,1229,1,129,79,52,219,587","214,435,670,128,211,187,278,61,152,377,247,6,190,1229,79,129,1,587,219,52"
5485,"27,219,6,187,10,612,670,98,61,995,274,85,435,604,16,63,200,1,742,601","27,219,10,6,670,187,612,98,61,435,85,274,200,1,16,995,63,604,129,41"
5486,"487,547,148,52,1467,1,1229,560,24,195,129,276,1110,322,744,168,200,49,137,44","487,547,148,1229,52,1467,1,560,195,129,1110,744,24,214,211,49,137,200,276,44"
5487,"61,190,5,114,41,65,219,51,93,513,6,125,172,238,63,185,135,539,353,129","61,190,5,114,219,41,65,51,513,93,6,238,125,172,63,185,539,135,161,353"
5488,"172,382,168,40,42,105,439,5,23,6,185,169,265,85,86,128,247,51,21,506","172,382,168,40,105,42,5,439,23,6,185,265,128,169,85,86,247,51,21,734"
5489,"39,152,114,52,190,172,377,117,63,41,6,69,274,265,27,670,85,539,284,734","39,152,114,190,52,172,117,63,377,41,6,265,69,274,27,670,539,85,28,284"
5490,"539,433,59,93,278,323,218,65,211,715,187,69,149,210,27,238,172,214,1059,215","539,433,59,93,278,218,65,323,211,715,187,69,149,210,27,238,172,214,1059,215"
5491,"265,152,39,41,284,24,260,40,135,79,86,222,65,146,274,439,42,61,60,568","265,152,39,41,260,79,284,24,40,135,146,65,222,86,274,439,61,60,42,317"
5492,"1182,513,288,149,568,353,746,648,863,34,576,70,607,5,896,167,464,232,691,391","1182,568,513,149,288,353,746,863,34,648,70,576,607,5,691,464,167,232,896,391"
5493,"528,471,516,383,770,816,789,1277,455,522,1136,1460,526,60,366,820,333,507,1756,746","528,471,516,383,770,816,789,1277,522,455,1136,1460,526,820,60,366,333,1756,746,919"
5494,"421,322,24,10,52,663,129,45,168,662,612,49,175,106,560,744,547,487,135,237","421,322,24,10,52,663,662,129,175,612,560,106,168,45,154,49,547,487,744,237"
